;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées
12501;383 541 036 003;75010;36 RUE DU FAUBOURG SAINT DENIS;A;TERRASSE OUVERTE;0.6;6.5;SARL ANTEP SOFRASI  (RESTAURANT);48.871178, 2.353538
12506;383 541 066 002;75010;66 RUE DU FAUBOURG SAINT DENIS;A;TERRASSE OUVERTE;1.6;5.25;SARL FULYA  (RESTAURANT);48.872639, 2.354417
12512;383 541 105 002;75010;Pan coupé 105 RUE DU FAUBOURG SAINT DENIS / SQUARE ALBAN SATRAGNE;A;TERRASSE OUVERTE;2.75;5.8;SARL L ESCALIER  (BAR RESTAURANT);48.875546, 2.355223
12515;384 446 092 003;75010;92 RUE D HAUTEVILLE;A;TERRASSE OUVERTE;1.3;9.4;SARL LES ANIMALS  (RESTAURANT);48.876947, 2.351463
12518;385 835 084 004;75010;19 RUE DU HUIT MAI 1945;B;TERRASSE FERMEE;1.25;7.65;SA MCDONALD S FRANCE  (RESTAURATION RAPIDE - SNACK);48.876409, 2.356316
12520;386 050 001 003;75010;16 RUE DES PETITES ECURIES;B;TERRASSE OUVERTE;0.8;4.0;SARL RELAIS MARTEL  (BAR RESTAURANT);48.87351, 2.352434
12521;386 050 003 003;75010;3 RUE MARTEL;A;TERRASSE OUVERTE;0.6;6.7;SARL MIDI  (RESTAURANT);48.873622, 2.352708
12522;386 142 002 004;75010;2 RUE DE MAZAGRAN;A;TERRASSE OUVERTE;0.8;6.2;SARL GULER  (RESTAURANT);48.870193, 2.351262
12524;386 142 022 003;75010;22 RUE DE MAZAGRAN;A;TERRASSE OUVERTE;0.6;9.0;EURL CAFE AU XEME  (BAR RESTAURANT);48.871024, 2.352259
12527;387 281 003 003;75010;3 COUR DES PETITES ECURIES;A;TERRASSE OUVERTE;1.2;11.5;SARL LES PETITES ECURIES  (BAR RESTAURANT);48.872331, 2.353517
12528;387 281 004 002;75010;4 COUR DES PETITES ECURIES;A;TERRASSE FERMEE;1.1;10.0;SARL LA CHOPE  (RESTAURANT);48.872432, 2.353633
12530;388 714 069 002;75010;69 BOULEVARD DE STRASBOURG;A;TERRASSE FERMEE;2.4;3.7;SARL L ETOILE D AFRIQUE L ETOILE D AFRIQUE CHEZ ALPHA (RESTAURANT);48.873915, 2.356597
12532;388 806 028 006;75010;28 BOULEVARD SAINT DENIS;A;TERRASSE OUVERTE;1.5;4.8;SARL SUB PARIS PORTE SAINT DENIS  (RESTAURANT);48.869906, 2.352942
12534;390 788 007 003;75010;Pan coupé 7 RUE BEAUREPAIRE / RUE ALBERT THOMAS;A;TERRASSE OUVERTE;0.6;3.4;SNC LA BARRIQUE  (RESTAURANT);48.869956, 2.362573
12535;390 788 012 003;75010;9 RUE YVES TOUDIC;B;TERRASSE FERMEE;0.7;6.0;SAS AU PIED DE VIGNE  (RESTAURANT);48.869821, 2.363765
12536;390 788 012 003;75010;Pan coupé 9 RUE YVES TOUDIC / 12 RUE BEAUREPAIRE;B;TERRASSE OUVERTE;1.2;5.2;SAS AU PIED DE VIGNE  (RESTAURANT);48.869821, 2.363765
12539;390 963 049 002;75010;7 AVENUE RICHERAND;B;TERRASSE OUVERTE;1.8;9.9;SARL LE RICHERAND CAFE AMERICAN KITCHEN (RESTAURANT);48.872421, 2.366148
12543;393 536 015 002;75010;15 RUE DU FAUBOURG DU TEMPLE;A;TERRASSE OUVERTE;0.8;6.0;SARL MECHIET FRERES  (BAR RESTAURANT);48.868358, 2.365799
12544;393 536 017 002;75010;17 RUE DU FAUBOURG DU TEMPLE;A;TERRASSE OUVERTE;0.8;6.95;SARL HBT LE TEMPLE D OR (RESTAURANT);48.86841, 2.365955
12545;393 544 015 002;75010;15 RUE DU FAUBOURG SAINT MARTIN;A;TERRASSE OUVERTE;1.2;4.0;SA LE BEC FIN HOTEL DE BOURGOGNE  (HOTEL RESTAURANT);48.86979, 2.355862
12546;393 544 088 003;75010;88 RUE DU FAUBOURG SAINT MARTIN;A;TERRASSE FERMEE;1.2;8.4;SNC NOELYA LE COQ D'OR (RESTAURATION RAPIDE - SNACK);48.87268, 2.357866
12548;393 544 120 003;75010;102 RUE DU FAUBOURG SAINT MARTIN;A;TERRASSE OUVERTE;0.6;9.6;SARL MANCER  (BAR RESTAURANT);48.873438, 2.358221
12549;393 544 129 003;75010;129 RUE DU FAUBOURG SAINT MARTIN;A;TERRASSE OUVERTE;2.3;8.32;SAS 1845 INDIANA CLUB (BAR RESTAURANT);48.875481, 2.359199
12563;395 835 051 002;75010;51 BOULEVARD DE MAGENTA;A;TERRASSE FERMEE;1.25;8.7;SARL PLAISIR DES ILES MME JUDHOONUNUN NIRMALA (RESTAURANT);48.873205, 2.358755
12565;395 835 058 005;75010;58 BOULEVARD DE MAGENTA;A;TERRASSE OUVERTE;1.0;3.9;SARL CHATINE FABRICK DES DELICES (RESTAURATION RAPIDE - SNACK);48.87355, 2.358765
12568;395 998 002 003;75010;33 RUE BICHAT;B;TERRASSE FERMEE;0.85;6.09;SARL 2 STEPH S  (BAR RESTAURANT);48.871855, 2.367703
12569;395 998 002 004;75010;2 RUE MARIE ET LOUISE;A;TERRASSE OUVERTE;0.6;5.3;SARL MARIA LUISA  (RESTAURANT);48.871856, 2.367465
12570;395 998 010 003;75010;10 RUE MARIE ET LOUISE;A;TERRASSE OUVERTE;0.6;4.0;SARL POSITANO  (RESTAURANT);48.871975, 2.366715
12571;398 128 003 002;75010;;A;COMMERCE ACCESSOIRE;0.8;2.1;EURL M S I  (RESTAURANT);
12573;398 714 016 002;75010;16 BOULEVARD DE STRASBOURG;A;TERRASSE FERMEE;2.1;8.72;SARL SINOROYAL  (RESTAURANT);48.870717, 2.355273
12579;398 806 008 003;75010;8 BOULEVARD SAINT DENIS;A;TERRASSE OUVERTE;3.0;8.5;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.869397, 2.35491
12580;398 914 002 002;75010;2 BOULEVARD SAINT MARTIN;A;TERRASSE OUVERTE;0.6;6.3;SARL SAMARA FRERES  (RESTAURANT);48.868166, 2.362037
12582;399 825 063 002;75010;63 RUE DES VINAIGRIERS;A;TERRASSE OUVERTE;1.5;2.85;EURL ENTRE DEUX  (RESTAURATION RAPIDE - SNACK);48.873238, 2.358386
12583;399 983 029 002;75010;29 RUE YVES TOUDIC;A;TERRASSE OUVERTE;0.9;7.8;SARL MAJY  (RESTAURANT);48.871039, 2.362768
12584;399 983 034 002;75010;34 RUE YVES TOUDIC;A;TERRASSE OUVERTE;0.9;8.0;SARL MME SHAWN  (RESTAURANT);48.871198, 2.3629
12585;400 186 001 002;75010;167 QUAI DE VALMY;B;TERRASSE OUVERTE;0.65;8.0;SARL LE PETIT CARILLON QUAI OUEST (RESTAURANT);48.879191, 2.366628
12587;402 057 004 002;75010;4 RUE CIVIALE;A;TERRASSE FERMEE;0.75;15.0;SARL DELICES DE WENZHOU  (RESTAURANT);48.872616, 2.375779
12588;402 092 015 002;75010;Pan coupé 15 AVENUE CLAUDE VELLEFAUX / 10 RUE SAMBRE ET MEUSE;A;TERRASSE OUVERTE;0.4;3.3;SARL CHEZ YE  (RESTAURANT);48.875121, 2.37015
12589;402 092 016 004;75010;16 AVENUE CLAUDE VELLEFAUX;A;TERRASSE OUVERTE;0.9;6.4;SARL ASTERIKIS RESTAURANT ISTANBUL (RESTAURANT);48.873031, 2.37018
12592;402 092 037 002;75010;37 AVENUE CLAUDE VELLEFAUX;A;TERRASSE OUVERTE;0.7;5.6;SARL VA RESTAURANT  (RESTAURANT);48.877106, 2.370131
12593;402 092 037 002;75010;1 RUE CHARLES ROBIN;B;TERRASSE OUVERTE;2.0;4.55;SARL VA RESTAURANT  (RESTAURANT);48.87727, 2.369932
12595;403 468 014 002;75010;1 RUE PIERRE DUPONT;B;TERRASSE OUVERTE;0.7;11.1;SAS LE CHANSONNIER  (BAR RESTAURANT);48.878714, 2.364236
12598;403 536 063 002;75010;63 RUE DU FAUBOURG DU TEMPLE;A;TERRASSE OUVERTE;1.0;4.0;M BOUBETRA  (HOTEL RESTAURANT);48.869916, 2.370504
12600;617 746 056 003;75016;56 RUE POUSSIN;A;TERRASSE FERMEE;0.85;5.64;SARL SAINT ELIAS RESTAURANT SOLEMAR (RESTAURANT);48.848531, 2.26092
12601;619 231 003 003;75016;3 AVENUE THEOPHILE GAUTIER;A;TERRASSE OUVERTE;3.9;2.1;EURL LANUME  (RESTAURANT);48.851012, 2.27518
12607;619 728 030 006;75016;30 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;1.7;7.6;SAS SGR SOCIETE DE GESTION DE REST AURANTS ET DE DEBITS DE BOISSO (RESTAURANT);48.849935, 2.276013
12608;619 728 030 006;75016;Pan coupé 30 AVENUE DE VERSAILLES / 1 RUE PIERRE LOUYS;A;TERRASSE OUVERTE;2.45;5.0;SAS SGR SOCIETE DE GESTION DE REST AURANTS ET DE DEBITS DE BOISSO (RESTAURANT);48.849935, 2.276013
12609;619 728 031 002;75016;31 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;2.55;6.2;SARL OSMOSE  (RESTAURANT);48.849501, 2.276099
12612;619 728 038 002;75016;38 AVENUE DE VERSAILLES;A;PLANCHER MOBILE;2.8;6.77;SAS SHABESTAN  (RESTAURANT);48.849331, 2.275401
12613;619 728 038 002;75016;38 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;2.8;6.77;SAS SHABESTAN  (RESTAURANT);48.849331, 2.275401
12616;619 728 137 004;75016;137 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;0.6;6.0;SARL 1334 SINALOA  (RESTAURANT);48.842392, 2.268554
12617;619 728 150 002;75016;150 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;1.5;10.5;SA TOQUATA  (RESTAURANT);48.841115, 2.265676
12619;619 728 158 002;75016;158 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;1.5;6.6;SARL JILY  (RESTAURANT);48.840543, 2.264293
12620;619 728 167 003;75016;167 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;1.05;9.25;SA NEW YORK SPEED RABBIT  (RESTAURATION RAPIDE - SNACK);48.840973, 2.265771
12623;619 728 191 003;75016;191 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;2.2;8.0;SARL S.C.L LE 191 (RESTAURATION RAPIDE - SNACK);48.839469, 2.262957
12626;619 728 199 002;75016;199 AVENUE DE VERSAILLES;A;COMMERCE ACCESSOIRE;0.9;2.0;SARL MONTCASTEL  (RESTAURANT);48.838687, 2.260442
12629;619 728 214 003;75016;214 AVENUE DE VERSAILLES;A;CONTRE TERRASSE;3.5;5.0;SARL SUBSEIZE  (RESTAURATION RAPIDE - SNACK);48.838736, 2.259366
12630;619 728 216 003;75016;216 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;2.0;3.75;EURL PASTAPRINCE  (RESTAURATION RAPIDE - SNACK);48.838689, 2.259213
12634;619 728 234 002;75016;6 PLACE DE LA PORTE DE SAINT CLOUD;B;TERRASSE FERMEE;2.8;4.9;SA MC DONALD S FRANCE SA MC DONALD S (RESTAURATION RAPIDE - SNACK);48.838322, 2.257699
12637;620 342 037 004;75016;37 RUE DE L'ANNONCIATION;A;TERRASSE OUVERTE;2.4;3.0;SARL DAIKICHI DAIKICHI (RESTAURANT);48.857229, 2.278317
12646;622 684 010 002;75016;10 BOULEVARD DELESSERT;A;TERRASSE OUVERTE;2.25;4.0;SARL TROCADERO-PASSY  (RESTAURANT);48.858831, 2.285035
12647;622 963 022 003;75016;45 RUE DE L'ANNONCIATION;B;TERRASSE OUVERTE;1.45;19.0;SA MAC DONALD S FRANCE  (RESTAURATION RAPIDE - SNACK);48.856701, 2.279223
12650;624 389 005 002;75016;5 RUE GUY DE MAUPASSANT;A;TERRASSE OUVERTE;0.7;3.3;SARL BWND  (RESTAURANT);48.862765, 2.273309
12653;626 566 012 002;75016;12 AVENUE MOZART;A;TERRASSE OUVERTE;1.9;9.5;SARL RESTAURANT MOZART  (RESTAURANT);48.857379, 2.273087
12657;626 571 008 003;75016;8 CHAUSSEE DE LA MUETTE;A;TERRASSE FERMEE;1.5;5.2;SAS SAS PASSY ITALIA RISTORANTE DINO (RESTAURANT);48.858312, 2.273574
12663;627 081 071 003;75016;71 AVENUE PAUL DOUMER;A;TERRASSE FERMEE;0.97;14.07;SNC ROYAL PASSY  (RESTAURANT);48.859521, 2.278597
12664;627 081 071 003;75016;Pan coupé 71 AVENUE PAUL DOUMER / 28 RUE VITAL;A;TERRASSE FERMEE;3.85;4.2;SNC ROYAL PASSY  (RESTAURANT);48.859521, 2.278597
12673;629 347 103 002;75016;103 RUE DE LA TOUR;A;TERRASSE OUVERTE;0.75;3.6;SARL SUBSTANSEIZE SUBWAY (RESTAURATION RAPIDE - SNACK);48.862712, 2.276398
12675;630 825 018 002;75016;18 RUE DES BELLES FEUILLES;A;TERRASSE OUVERTE;1.2;6.0;SARL LE 16 EME  (RESTAURANT);48.866494, 2.282458
12678;632 989 018 002;75016;Pan coupé 18 RUE DUFRENOY / 28 RUE MONTEVIDEO;A;TERRASSE OUVERTE;0.6;3.2;SAS LARTIGUE WAKNINE ET ASSOCIES LE DUFRENOY (RESTAURANT);48.867109, 2.273763
12682;634 361 019 002;75016;19 RUE COURBET;A;TERRASSE OUVERTE;0.6;5.2;SARL GR5 COURBET RESTAURANT GUS (RESTAURANT);48.867345, 2.280792
12685;635 328 129 003;75016;129 RUE LAURISTON;A;TERRASSE OUVERTE;0.75;6.25;SARL NS BARBEY LA TABLE LAURISTON (RESTAURANT);48.865473, 2.285542
12687;635 683 070 002;75016;70 RUE DE LONGCHAMP;A;TERRASSE OUVERTE;0.6;1.5;SARL LE TRIO YUSHI 16  (RESTAURANT);48.865269, 2.285535
12688;635 683 070 002;75016;70 RUE DE LONGCHAMP;A;TERRASSE OUVERTE;0.6;5.0;SARL LE TRIO YUSHI 16  (RESTAURANT);48.865269, 2.285535
12689;635 867 135 002;75016;Pan coupé 135 AVENUE DE MALAKOFF / 27 RUE PERGOLESE;A;PLANCHER MOBILE;3.2;4.8;SARL SOCIETE RESTAURATION DU 135 AVENUE MALAKOFF DEL PAPA (RESTAURANT);48.874852, 2.283844
12690;635 867 141 002;75016;141 AVENUE DE MALAKOFF;A;TERRASSE OUVERTE;2.1;15.8;SARL ACG VILLA CORSE RIVE DROITE VILLA CORSE RIVE DROITE (RESTAURANT);48.875412, 2.283697
12691;635 867 161 003;75016;Pan coupé 161 AVENUE DE MALAKOFF / 11 BOULEVARD DE L AMIRAL BRUIX;A;TERRASSE OUVERTE;1.5;7.5;SARL AUBERGE DAB  (RESTAURANT);
12692;635 867 161 003;75016;11 BOULEVARD DE L AMIRAL BRUIX;B;TERRASSE OUVERTE;7.0;22.0;SARL AUBERGE DAB  (RESTAURANT);48.876404, 2.282838
12696;637 544 136 002;75016;136 RUE DE LA POMPE;A;TERRASSE OUVERTE;0.7;5.2;SARL GIULIO  (RESTAURANT);48.868522, 2.281657
12697;637 544 176 002;75016;10 RUE DE SFAX;C;TERRASSE OUVERTE;0.6;9.5;SARL TSLA THE HONEST LAWYER (RESTAURANT);48.871072, 2.283744
12698;638 065 001 002;75016;8 PLACE DU TROCADERO ET DU ONZE NOVEMBRE;B;TERRASSE OUVERTE;3.0;11.8;SNC AYRINHAC ET CIE  (BAR RESTAURANT);48.863461, 2.286754
12700;418 146 019 005;75011;19 AVENUE DE LA REPUBLIQUE;A;TERRASSE OUVERTE;1.8;3.6;SARL EVASION SUSHI REPUBLIQUE  (RESTAURANT);48.866171, 2.370549
12702;418 146 032 003;75011;32 AVENUE DE LA REPUBLIQUE;A;TERRASSE FERMEE;2.25;17.25;SARL RK ARRIBA MEXICO  (RESTAURANT);48.865744, 2.371218
12705;418 922 117 006;75011;117 RUE SAINT MAUR;A;TERRASSE OUVERTE;0.6;3.5;SARL HANDWAY  (RESTAURANT);48.86629, 2.37666
12708;419 157 022 002;75011;22 BOULEVARD DU TEMPLE;A;ETALAGE;2.3;3.0;SARL CREPES PARADIS GT M RAVINDRAN (RESTAURANT);48.864613, 2.365947
12709;419 157 024 002;75011;24 BOULEVARD DU TEMPLE;A;TERRASSE FERMEE;2.2;8.0;SARL ACM ASSOCIES  (RESTAURANT);48.864837, 2.365986
12710;419 157 024 002;75011;24 BOULEVARD DU TEMPLE;A;TERRASSE OUVERTE;1.0;8.0;SARL ACM ASSOCIES  (RESTAURANT);48.864837, 2.365986
12715;419 448 001 005;75011;1 RUE DE LA PIERRE LEVEE;B;TERRASSE OUVERTE;0.6;8.6;SARL L ETOILE BLANCHE  (RESTAURANT);48.866234, 2.371134
12720;420 274 093 003;75011;Pan coupé 93 RUE AMELOT / 1 RUE SAINT SEBASTIEN;A;TERRASSE OUVERTE;1.7;1.31;SARL L AMELOT ITALIAN STYLE CAFE  (RESTAURANT);48.861407, 2.370173
12723;420 780 092 003;75011;92 BOULEVARD BEAUMARCHAIS;A;TERRASSE OUVERTE;1.0;5.08;SARL NOBLES DELICES  (RESTAURANT);48.859887, 2.367779
12726;81 103 011 004;75002;11 BOULEVARD DE BONNE NOUVELLE;A;TERRASSE FERMEE;1.6;6.7;SARL ARENA  (RESTAURANT);48.86995, 2.350614
12730;81 103 025 006;75002;25 BOULEVARD DE BONNE NOUVELLE;A;ETALAGE;3.0;3.8;SARL  H2M 	RENDEZ-VOUS PIZZA BAR (RESTAURATION RAPIDE - SNACK);48.870208, 2.349397
12731;81 103 031 003;75002;31 BOULEVARD DE BONNE NOUVELLE;A;TERRASSE OUVERTE;0.6;8.5;SARL BONNE NOUVELLE RESTAURATION  (RESTAURANT);48.870322, 2.348858
12734;83 418 008 003;75002;106 RUE SAINT DENIS;B;TERRASSE OUVERTE;1.1;2.5;SA OREM  (BAR RESTAURANT);48.863718, 2.350084
12735;83 418 018 002;75002;18 RUE ETIENNE MARCEL;A;TERRASSE OUVERTE;1.25;7.3;SARL JFX  (RESTAURANT);48.864115, 2.34842
12736;86 453 050 002;75002;50 RUE MONTORGUEIL;A;COMMERCE ACCESSOIRE;1.0;1.5;SARL MONTORGUEIL SARL  (RESTAURANT);48.864691, 2.34682
12741;88 073 061 006;75002;Pan coupé 61 RUE REAUMUR / 201 RUE SAINT DENIS;AB;COMMERCE ACCESSOIRE;0.9;0.5;SARL CAFE LAZAR  (RESTAURANT);48.866456, 2.351017
12742;88 073 083 003;75002;83 RUE REAUMUR;A;TERRASSE FERMEE;1.5;11.03;SARL J&J FOOD  (RESTAURANT);48.86696, 2.348172
12748;88 806 011 002;75002;Pan coupé 11 BOULEVARD SAINT DENIS / 141 BOULEVARD DE SEBASTOPOL;A;TERRASSE FERMEE;1.9;5.25;SA MC DONALD S SYSTEM OF FRANCE  (RESTAURATION RAPIDE - SNACK);48.869109, 2.353905
12749;88 809 135 002;75002;135 RUE SAINT DENIS;A;TERRASSE OUVERTE;0.8;6.3;SARL TRIANGLE  (RESTAURANT);48.863831, 2.349937
12751;89 490 018 006;75002;18 RUE DE TURBIGO;A;TERRASSE OUVERTE;1.3;4.55;M LANOUAR  (RESTAURANT);48.864052, 2.350339
12753;96 775 033 005;75003;Pan coupé 33 RUE NOTRE DAME DE NAZARETH / 53 RUE VOLTA;A;TERRASSE OUVERTE;0.8;3.1;SARL JSAW  (BAR RESTAURANT);48.867378, 2.358323
12754;96 775 033 005;75003;33 RUE NOTRE DAME DE NAZARETH;A;TERRASSE OUVERTE;0.8;3.0;SARL JSAW  (BAR RESTAURANT);48.867378, 2.358323
12756;96 775 040 006;75003;3 PASSAGE DU PONT AUX BICHES;B;TERRASSE OUVERTE;1.0;13.8;SARL LGA RESTAURATION  (RESTAURANT);48.867503, 2.358504
12757;96 775 078 002;75003;337 RUE SAINT MARTIN;B;TERRASSE OUVERTE;0.8;5.74;SARL SAINT MARTIN 337  (RESTAURANT);48.868006, 2.355004
12760;98 073 021 002;75003;21 RUE REAUMUR;A;TERRASSE FERMEE;1.3;9.0;SARL LE LOTUS ROUGE  (BAR RESTAURANT);48.865096, 2.357293
12761;98 073 021 002;75003;21 RUE REAUMUR;A;TERRASSE OUVERTE;1.0;1.0;SARL LE LOTUS ROUGE  (BAR RESTAURANT);48.865096, 2.357293
12765;98 914 013 005;75003;13 BOULEVARD SAINT MARTIN;A;TERRASSE OUVERTE;3.15;7.7;SARL MEYSU  (RESTAURATION RAPIDE - SNACK);48.868036, 2.360709
12766;98 914 021 005;75003;21 BOULEVARD SAINT MARTIN;A;TERRASSE OUVERTE;1.6;3.8;SARL GOURMETS D AFRIQUE  (RESTAURANT);48.8682, 2.35961
12771;98 914 055 004;75003;55 BOULEVARD SAINT MARTIN;A;TERRASSE FERMEE;3.05;13.55;SARL LA BOTTE D ITALIE  (RESTAURANT);48.868815, 2.355745
12772;98 914 055 004;75003;55 BOULEVARD SAINT MARTIN;A;TERRASSE OUVERTE;0.6;10.35;SARL LA BOTTE D ITALIE  (RESTAURANT);48.868815, 2.355745
12773;98 916 330 003;75003;330 RUE SAINT MARTIN;A;TERRASSE OUVERTE;0.6;6.13;SARL FUUGA YA  (RESTAURANT);48.864712, 2.353241
12774;98 916 351 003;75003;351 RUE SAINT MARTIN;A;TERRASSE OUVERTE;1.0;4.0;SARL LA FLORE MAURICIENNE  (RESTAURATION RAPIDE - SNACK);48.868576, 2.355323
12779;99 490 061 003;75003;61 RUE DE TURBIGO;A;TERRASSE OUVERTE;1.25;7.2;SARL BUBBLE C TEA  (RESTAURATION RAPIDE - SNACK);48.865838, 2.357277
12780;99 490 063 004;75003;63 RUE DE TURBIGO;A;TERRASSE FERMEE;1.4;4.2;SARL INDOCHINE HOUSE  (RESTAURANT);48.865873, 2.357429
12781;99 490 074 003;75003;74 RUE DE TURBIGO;A;TERRASSE OUVERTE;1.4;3.28;SARL EREVAN  (RESTAURATION RAPIDE - SNACK);48.866407, 2.360708
12785;100 397 087 003;75003;Pan coupé 53 RUE DE BRETAGNE / 87 RUE DES ARCHIVES;B;TERRASSE OUVERTE;1.2;1.2;SARL SOCIETE DE RESTAURATION SELLAM  (BAR RESTAURANT);48.861089, 2.357855
12793;101 283 051 002;75003;51 RUE DE BRETAGNE;A;TERRASSE OUVERTE;0.6;8.5;SAS LA PIERRE DU MARAIS  (BAR RESTAURANT);48.863545, 2.361103
12796;103 026 002 003;75003;1 RUE DE LA CORDERIE;B;TERRASSE OUVERTE;1.9;7.5;SARL PARIS MARAIS RESTO  (RESTAURANT);48.864724, 2.363237
12799;103 026 016 005;75003;16 RUE DUPETIT THOUARS;A;TERRASSE OUVERTE;1.5;2.7;SARL EL BECHA  (RESTAURATION RAPIDE - SNACK);48.865617, 2.361534
12809;485 795 032 006;75012;32 RUE DE LYON;A;TERRASSE OUVERTE;2.0;8.3;SARL AMOREMIO  (RESTAURATION RAPIDE - SNACK);48.848956, 2.371212
12810;485 795 059 002;75012;59 RUE DE LYON;A;TERRASSE OUVERTE;0.6;5.9;SARL LIN HLT  (RESTAURANT);48.850459, 2.370261
12811;485 795 059 002;75012;;A;;1.2;3.3;SARL LIN HLT  (RESTAURANT);
12812;485 795 071 002;75012;Pan coupé 71 RUE DE LYON / 26 RUE BISCORNET;A;TERRASSE FERMEE;1.6;7.25;_ET PREIZAL  (BAR RESTAURANT);48.851223, 2.369838
12813;486 253 005 002;75012;5 RUE MICHEL CHASLES;A;TERRASSE FERMEE;1.27;7.15;SARL ARCOBALENO  (RESTAURANT);48.846397, 2.373731
12814;486 253 009 002;75012;9 RUE MICHEL CHASLES;A;TERRASSE OUVERTE;1.5;4.0;SARL AYA SOFYA  (RESTAURATION RAPIDE - SNACK);48.847009, 2.373803
12818;489 418 055 002;75012;55 RUE TRAVERSIERE;A;TERRASSE OUVERTE;0.6;4.3;SARL L ENCRIER  (RESTAURANT);48.848452, 2.374087
12819;489 418 063 002;75012;63 RUE TRAVERSIERE;A;TERRASSE OUVERTE;0.8;4.3;SARL SAIGON  (RESTAURANT);48.849063, 2.374577
12822;490 236 003 002;75013;3 PLACE DES ALPES;A;TERRASSE OUVERTE;1.4;10.6;SARL JML  (RESTAURANT);48.832152, 2.358262
12823;490 236 003 002;75013;Pan coupé 166 BOULEVARD VINCENT AURIOL / 3 PLACE DES ALPES;BA;TERRASSE OUVERTE;1.4;5.2;SARL JML  (RESTAURANT);48.831854, 2.358219
12824;490 236 003 002;75013;3 PLACE DES ALPES;C;TERRASSE OUVERTE;1.4;5.8;SARL JML  (RESTAURANT);48.832152, 2.358262
12825;490 236 004 002;75013;33 AVENUE STEPHEN PICHON;B;TERRASSE OUVERTE;1.1;10.0;SARL CYRILLE  (RESTAURANT);48.832304, 2.358829
12826;493 506 008 003;75013;8 RUE FAGON;A;TERRASSE FERMEE;1.35;5.5;SARL IDSUSHI 3  (RESTAURANT);48.832465, 2.357871
12829;494 567 062 003;75013;62 BOULEVARD DE L'HOPITAL;A;TERRASSE OUVERTE;1.8;3.55;SARL TORH THE LONG RED BAR (RESTAURANT);48.838054, 2.360054
12830;494 567 088 002;75013;88 BOULEVARD DE L HOPITAL;A;TERRASSE OUVERTE;2.3;6.0;SARL LOVE SUSHI  (RESTAURATION RAPIDE - SNACK);48.83695, 2.359238
12832;497 426 050 007;75013;50 AVENUE PIERRE MENDES FRANCE;A;PLANCHER MOBILE;4.5;4.5;SARL GASTRONOMIE RUSSE  (RESTAURANT);48.839796, 2.369498
12833;497 426 058 002;75013;Pan coupé 58 AVENUE PIERRE MENDES FRANCE / BLOCH LAINE;A;TERRASSE OUVERTE;6.0;3.6;SARL BINOME  (RESTAURANT);
12836;498 130 002 002;75013;Pan coupé 2 RUE RENE PANHARD / 18 RUE DES WALLONS;A;TERRASSE OUVERTE;0.9;5.0;SARL VARIATIONS  (RESTAURANT);48.838779, 2.359524
12837;498 912 007 002;75013;7 BOULEVARD SAINT MARCEL;A;TERRASSE OUVERTE;0.6;6.5;SARL LA BELLA SARNO  (RESTAURATION RAPIDE - SNACK);48.839333, 2.360528
12839;498 912 053 002;75013;53 BOULEVARD SAINT MARCEL;A;TERRASSE FERMEE;2.6;6.2;SAS BEKSEJU VILLAGE FRANCE  (RESTAURANT);48.837764, 2.355599
12841;499 829 002 003;75013;2 BOULEVARD VINCENT AURIOL;A;TERRASSE FERMEE;1.18;16.05;_ET PANIS  (BAR RESTAURANT);48.837553, 2.373278
12843;500 139 030 002;75013;51 RUE EUGENE OUDINE;B;TERRASSE OUVERTE;0.8;3.9;SARL SOCIETE LE BOUQUET  LE GRAND ALBERT (RESTAURANT);48.825012, 2.37271
12845;501 984 111 003;75013;111 RUE DU CHEVALERET;A;TERRASSE OUVERTE;1.5;8.0;SARL CHEVALERET EXPRESS  (RESTAURATION RAPIDE - SNACK);48.831143, 2.373939
12847;502 004 094 002;75013;94 AVENUE DE CHOISY;A;TERRASSE FERMEE;1.5;5.4;SARL MALI  (RESTAURANT);48.824952, 2.36106
12851;502 882 026 002;75013;26 RUE DU DOCTEUR MAGNAN;B;TERRASSE OUVERTE;0.9;5.0;SAS L AGE D OR  (BAR RESTAURANT);48.826494, 2.359987
12853;503 794 114 003;75013;114 AVENUE DE FRANCE;A;TERRASSE OUVERTE;2.25;7.8;SARL FROG TOLBIAC  (RESTAURANT);48.830713, 2.37681
12854;503 794 114 003;75013;114 AVENUE DE FRANCE;A;TERRASSE OUVERTE;2.25;6.3;SARL FROG TOLBIAC  (RESTAURANT);48.830713, 2.37681
12855;503 794 114 003;75013;40 RUE NEUVE TOLBIAC;B;TERRASSE OUVERTE;2.45;15.0;SARL FROG TOLBIAC  (RESTAURANT);48.831487, 2.3783
